file,ciudad,nombre,antes,despues,modo,problemas
europa_occidental.csv,Colmar,Château du Haut-Koenigsbourg,"Château du Haut-Koenigsbourg, France","Château du Haut-Koenigsbourg, Colmar, France",mecanico,
europa_occidental.csv,Estrasburgo,Catedral Notre-Dame,"Cathédrale Notre-Dame de Strasbourg, France","Cathédrale Notre-Dame de Strasbourg, Strasbourg, France",mecanico,
europa_occidental.csv,Estrasburgo,Grande Île,"Grande Île, Strasbourg, France","Grande Île, Strasbourg, France",mecanico,
europa_occidental.csv,Estrasburgo,Petite France,"Petite France, Strasbourg, France","Petite France, Strasbourg, France",mecanico,
europa_occidental.csv,Estrasburgo,Barrage Vauban + Ponts Couverts,"Barrage Vauban, Strasbourg, France","Barrage Vauban, Strasbourg, France",mecanico,
europa_occidental.csv,Estrasburgo,Place Kléber,"Place Kléber, Strasbourg, France","Place Kléber, Strasbourg, France",mecanico,
europa_occidental.csv,Estrasburgo,Place Gutenberg,"Place Gutenberg, Strasbourg, France","Place Gutenberg, Strasbourg, France",mecanico,
europa_occidental.csv,Estrasburgo,Palais Rohan (3 museos),"Palais Rohan, Strasbourg, France","Palais Rohan, Strasbourg, France",mecanico,
europa_occidental.csv,Estrasburgo,Château Vodou,"Château Vodou, Strasbourg, France","Château Vodou, Strasbourg, France",mecanico,
europa_occidental.csv,Estrasburgo,Musée de l'Œuvre Notre-Dame,"Musée de l'Œuvre Notre-Dame, Strasbourg, France","Musée de l'Œuvre Notre-Dame, Strasbourg, France",mecanico,
europa_occidental.csv,Estrasburgo,Barrio Krutenau,"Krutenau, Strasbourg, France","Krutenau, Strasbourg, France",mecanico,
europa_occidental.csv,Estrasburgo,Quai des Bateliers,"Quai des Bateliers, Strasbourg, France","Quai des Bateliers, Strasbourg, France",mecanico,
europa_occidental.csv,Estrasburgo,Parc de l'Orangerie,"Parc de l'Orangerie, Strasbourg, France","Parc de l'Orangerie, Strasbourg, France",mecanico,
europa_occidental.csv,Estrasburgo,Jardin des Deux Rives,"Jardin des Deux Rives, Strasbourg, France","Jardin des Deux Rives, Strasbourg, France",mecanico,
europa_occidental.csv,Estrasburgo,Batorama (barco canales),"Batorama, Strasbourg, France","Batorama, Strasbourg, France",mecanico,
europa_occidental.csv,Estrasburgo,Palais des Droits de l'Homme,"Cour Européenne des Droits de l'Homme, Strasbourg, France","Cour Européenne des Droits de l'Homme, Strasbourg, France",mecanico,
europa_occidental.csv,París,Torre Eiffel,"Tour Eiffel, Paris","Tour Eiffel, Paris, France",mecanico,
europa_occidental.csv,París,Sainte-Chapelle,"Sainte-Chapelle, Paris, France","Sainte-Chapelle, Paris, France",mecanico,
europa_occidental.csv,París,Notre-Dame,"Notre-Dame, Paris, France","Notre-Dame, Paris, France",mecanico,
europa_occidental.csv,París,Arco del Triunfo,"Arc de Triomphe, Paris","Arc de Triomphe, Paris, France",mecanico,
europa_occidental.csv,París,Sacré-Cœur,"Basilique du Sacré-Cœur, Paris","Basilique du Sacré-Cœur, Paris, France",mecanico,
europa_occidental.csv,París,Conciergerie,"Conciergerie, Paris, France","Conciergerie, Paris, France",mecanico,
europa_occidental.csv,París,Panthéon,"Panthéon, Paris, France","Panthéon, Paris, France",mecanico,
europa_occidental.csv,París,Palais Royal (jardines),"Jardin du Palais Royal, Paris","Jardin du Palais Royal, Paris, France",mecanico,
europa_occidental.csv,París,Tour Montparnasse,"Tour Montparnasse, Paris, France","Tour Montparnasse, Paris, France",mecanico,
europa_occidental.csv,París,Louvre,"Louvre, Paris, France","Louvre, Paris, France",mecanico,
europa_occidental.csv,París,Catacumbas de París,Catacombes de Paris,"Catacombes de Paris, Paris, France",mecanico,
europa_occidental.csv,París,Musée Carnavalet,"Musée Carnavalet, Paris, France","Musée Carnavalet, Paris, France",mecanico,
europa_occidental.csv,París,Musée de Cluny (Musée national du Moyen Âge),"Musée de Cluny, Paris","Musée de Cluny, Paris, France",mecanico,
europa_occidental.csv,París,Musée d'Orsay,"Musée d'Orsay, Paris, France","Musée d'Orsay, Paris, France",mecanico,
europa_occidental.csv,París,Fondation Louis Vuitton,"Fondation Louis Vuitton, Paris, France","Fondation Louis Vuitton, Paris, France",mecanico,
europa_occidental.csv,París,Musée de l'Armée,"Musée de l'Armée, Paris, France","Musée de l'Armée, Paris, France",mecanico,
europa_occidental.csv,París,Centre Pompidou,"Centre Pompidou, Paris, France","Centre Pompidou, Paris, France",mecanico,
europa_occidental.csv,París,Père Lachaise,"Cimetière du Père-Lachaise, Paris","Cimetière du Père-Lachaise, Paris, France",mecanico,
europa_occidental.csv,París,Parc de Belleville,"Parc de Belleville, Paris, France","Parc de Belleville, Paris, France",mecanico,
europa_occidental.csv,París,Promenade Plantée,"Promenade Plantée, Paris, France","Promenade Plantée, Paris, France",mecanico,
europa_occidental.csv,París,Bois de Boulogne,"Bois de Boulogne, Paris, France","Bois de Boulogne, Paris, France",mecanico,
europa_occidental.csv,París,Île aux Cygnes,"Île aux Cygnes, Paris, France","Île aux Cygnes, Paris, France",mecanico,
europa_occidental.csv,París,Champ de Mars,"Champ de Mars, Paris, France","Champ de Mars, Paris, France",mecanico,
europa_occidental.csv,París,Montmartre (18ème sur),"Montmartre, Paris","Montmartre, Paris, France",mecanico,
europa_occidental.csv,París,Latin Quarter / Saint-Germain (5ème/6ème),"Quartier Latin, Paris","Quartier Latin, Paris, France",mecanico,
europa_occidental.csv,París,Canal Saint-Martin (10ème),"Canal Saint-Martin, Paris","Canal Saint-Martin, Paris, France",mecanico,
europa_occidental.csv,París,Oberkampf / Ménilmontant (11ème/20ème),"Oberkampf, Paris","Oberkampf, Paris, France",mecanico,
europa_occidental.csv,París,Belleville (19ème/20ème),"Belleville, Paris","Belleville, Paris, France",mecanico,
europa_occidental.csv,París,Île de la Cité + Île Saint-Louis,"Île Saint-Louis, Paris","Île Saint-Louis, Paris, France",mecanico,
europa_occidental.csv,París,"Pigalle / SoPi (South Pigalle, 9ème)","South Pigalle, Paris","South Pigalle, Paris, France",mecanico,
europa_occidental.csv,París,Marchés aux Puces de Saint-Ouen,"Marchés aux Puces de Saint-Ouen, Paris, France","Marchés aux Puces de Saint-Ouen, Paris, France",mecanico,
europa_occidental.csv,París,Marché Bastille,"Marché Bastille, Paris","Marché Bastille, Paris, France",mecanico,
europa_occidental.csv,Londres,St Bride's Church,"St Bride's Church, Fleet Street, London, UK","St Bride's Church, Fleet Street, London, UK",mecanico,
europa_occidental.csv,Londres,Monument to the Great Fire,"Monument to the Great Fire of London, UK","Monument to the Great Fire of London, London, UK",mecanico,
europa_occidental.csv,Londres,Horizon 22,"Horizon 22, 22 Bishopsgate, London, UK","Horizon 22, 22 Bishopsgate, London, UK",mecanico,
europa_occidental.csv,Londres,Book Market South Bank,"Southbank Centre Book Market, London, UK","Southbank Centre Book Market, London, UK",mecanico,
europa_occidental.csv,Londres,House of MinaLima,"House of MinaLima, London, UK","House of MinaLima, London, UK",mecanico,
europa_occidental.csv,York,City Walls,"York City Walls, UK","York City Walls, York, UK",mecanico,
europa_occidental.csv,York,Shambles Market,"Shambles Market, York, UK","Shambles Market, York, UK",mecanico,
europa_occidental.csv,York,Museum Gardens,"Museum Gardens, York, UK","Museum Gardens, York, UK",mecanico,
europa_occidental.csv,York,Betty's Tea Room,"Bettys, St Helen's Square, York, UK","Bettys, St Helen's Square, York, UK",mecanico,
europa_occidental.csv,Edimburgo,Real Mary King's Close,"Real Mary King's Close, Edinburgh, UK","Real Mary King's Close, Edinburgh, UK",mecanico,
europa_occidental.csv,Edimburgo,Scottish National Gallery of Modern Art,"Scottish National Gallery of Modern Art, Edinburgh, UK","Scottish National Gallery of Modern Art, Edinburgh, UK",mecanico,
europa_occidental.csv,Highlands,Glen Nevis & Steall Falls,"Steall Falls, Glen Nevis, UK","Steall Falls, Glen Nevis, Fort William, UK",mecanico,
europa_occidental.csv,Highlands,Old Inverlochy Castle,"Old Inverlochy Castle, Fort William, UK","Old Inverlochy Castle, Fort William, UK",mecanico,
europa_occidental.csv,Highlands,Glencoe Valley (Three Sisters),"Three Sisters, Glencoe, UK","Three Sisters, Glencoe, UK",mecanico,
europa_occidental.csv,Highlands,Mallaig + Silver Sands of Morar,"Silver Sands of Morar, UK","Silver Sands of Morar, Mallaig, UK",mecanico,
europa_occidental.csv,Highlands,Puerto de Portree,"Portree Harbour, Isle of Skye, UK","Portree Harbour, Isle of Skye, Portree, UK",mecanico,
europa_occidental.csv,Highlands,Kilt Rock & Mealt Falls,"Kilt Rock, Isle of Skye, UK","Kilt Rock, Isle of Skye, Staffin, UK",mecanico,
europa_occidental.csv,Highlands,Lealt Falls,"Lealt Falls, Isle of Skye, UK","Lealt Falls, Isle of Skye, Portree, UK",mecanico,
europa_occidental.csv,Highlands,Brothers' Point,"Rubha nam Brathairean, Isle of Skye, UK","Rubha nam Brathairean, Isle of Skye, Staffin, UK",mecanico,
europa_occidental.csv,Highlands,Duntulm Castle,"Duntulm Castle, Isle of Skye, UK","Duntulm Castle, Isle of Skye, Staffin, UK",mecanico,
europa_occidental.csv,Highlands,Dunvegan Castle,"Dunvegan Castle, Isle of Skye, UK","Dunvegan Castle, Isle of Skye, Dunvegan, UK",mecanico,
europa_occidental.csv,Highlands,Coral Beach,"Coral Beach, Claigan, Isle of Skye, UK","Coral Beach, Claigan, Dunvegan, UK",mecanico,
europa_occidental.csv,Highlands,Sligachan Old Bridge,"Sligachan Old Bridge, Isle of Skye, UK","Sligachan Old Bridge, Isle of Skye, Sligachan, UK",mecanico,
europa_occidental.csv,Highlands,Glen Brittle,"Glen Brittle, Isle of Skye, UK","Glen Brittle, Isle of Skye, Sligachan, UK",mecanico,
europa_occidental.csv,Highlands,Talisker Distillery,"Talisker Distillery, Isle of Skye, UK","Talisker Distillery, Isle of Skye, Sligachan, UK",mecanico,
europa_occidental.csv,Highlands,Talisker Bay,"Talisker Bay, Isle of Skye, UK","Talisker Bay, Isle of Skye, Sligachan, UK",mecanico,
europa_occidental.csv,Highlands,Armadale Castle,"Armadale Castle, Isle of Skye, UK","Armadale Castle, Isle of Skye, Mallaig, UK",mecanico,
europa_occidental.csv,Highlands,Glen Shiel & Five Sisters,"Five Sisters of Kintail, UK","Five Sisters of Kintail, Highland, UK",mecanico,
europa_occidental.csv,Highlands,Leakey's Bookshop,"Leakey's Bookshop, Inverness, UK","Leakey's Bookshop, Inverness, UK",mecanico,
europa_occidental.csv,Highlands,Urquhart Castle,"Urquhart Castle, Drumnadrochit, UK","Urquhart Castle, Drumnadrochit, UK",mecanico,
europa_occidental.csv,Highlands,Dores Beach,"Dores Beach, Loch Ness, UK","Dores Beach, Loch Ness, Drumnadrochit, UK",mecanico,
europa_occidental.csv,Highlands,Falls of Foyers,"Falls of Foyers, Loch Ness, UK","Falls of Foyers, Loch Ness, Drumnadrochit, UK",mecanico,
europa_occidental.csv,Highlands,Clava Cairns,"Clava Cairns, Inverness, UK","Clava Cairns, Inverness, UK",mecanico,
europa_occidental.csv,Highlands,Rogie Falls,"Rogie Falls, Strathpeffer, UK","Rogie Falls, Strathpeffer, Contin, UK",mecanico,
europa_occidental.csv,Highlands,Killiecrankie,"Killiecrankie, Pitlochry, UK","Killiecrankie, Pitlochry, UK",mecanico,
europa_occidental.csv,Highlands,Edradour Distillery,"Edradour Distillery, Pitlochry, UK","Edradour Distillery, Pitlochry, UK",mecanico,
europa_occidental.csv,Ámsterdam,NEMO Science Museum,"NEMO Science Museum, Amsterdam","NEMO Science Museum, Amsterdam, Netherlands",mecanico,
europa_occidental.csv,Ámsterdam,NDSM Wharf,"NDSM Wharf, Amsterdam","NDSM Wharf, Amsterdam, Netherlands",mecanico,
europa_occidental.csv,Ámsterdam,Boerejongens,"Boerejongens Coffeeshop, Amsterdam","Boerejongens Coffeeshop, Amsterdam, Netherlands",mecanico,
europa_occidental.csv,Ámsterdam,Barney's,"Barney's Coffeeshop, Reguliersgracht, Amsterdam","Barney's Coffeeshop, Amsterdam, Netherlands",mecanico,
europa_occidental.csv,Ámsterdam,OBA Biblioteca Central,"OBA Oosterdok, Amsterdam","OBA Oosterdok, Amsterdam, Netherlands",mecanico,
europa_occidental.csv,Colmar,Quartier des Tanneurs,"Quartier des Tanneurs, Colmar, France","Quartier des Tanneurs, Colmar, France",mecanico,
europa_occidental.csv,Colmar,Fontaine Roesselmann,"Place de l'Ancienne Douane, Colmar, France","Place de l'Ancienne Douane, Colmar, France",mecanico,
europa_occidental.csv,Estrasburgo,Reloj Astronómico,"Cathédrale Notre-Dame de Strasbourg, France","Cathédrale Notre-Dame de Strasbourg, Strasbourg, France",mecanico,
europa_occidental.csv,Estrasburgo,MAMCS - Arte Moderno,"Musée d'Art Moderne et Contemporain, Strasbourg, France","Musée d'Art Moderne et Contemporain, Strasbourg, France",mecanico,
europa_occidental.csv,Estrasburgo,Fort Poligone,"Fort Poligone, Strasbourg, France","Fort Poligone, Strasbourg, France",mecanico,
europa_occidental.csv,Estrasburgo,Neustadt,"Place de la République, Strasbourg, France","Place de la République, Strasbourg, France",mecanico,
europa_occidental.csv,Estrasburgo,Barrio Europeo,"Parlement Européen, Strasbourg, France","Parlement Européen, Strasbourg, France",mecanico,
europa_occidental.csv,Estrasburgo,Parlamento Europeo,"Parlement Européen, Strasbourg, France","Parlement Européen, Strasbourg, France",mecanico,
europa_occidental.csv,Estrasburgo,Consejo de Europa,"Conseil de l'Europe, Strasbourg, France","Conseil de l'Europe, Strasbourg, France",mecanico,
europa_occidental.csv,París,Petit Palais,"Petit Palais, Paris, France","Petit Palais, Paris, France",mecanico,
europa_occidental.csv,París,Jardines de Luxemburgo,"Jardin du Luxembourg, Paris","Jardin du Luxembourg, Paris, France",mecanico,
europa_occidental.csv,París,Le Marais (3ème/4ème),"Le Marais, Paris","Le Marais, Paris, France",mecanico,
europa_central.csv,Friburgo,Freiburger Münster,"Freiburger Münster, Freiburg","Freiburger Münster, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Altstadt + Bächle,"Altstadt, Freiburg im Breisgau","Altstadt, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Schlossberg,"Schlossberg, Freiburg","Schlossberg, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Martinstor,"Martinstor, Freiburg","Martinstor, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Schwabentor,"Schwabentor, Freiburg","Schwabentor, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Rathausplatz,"Rathausplatz, Freiburg","Rathausplatz, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Colombischlössle,"Colombischlössle, Freiburg","Colombischlössle, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Barrio Stühlinger,"Stühlinger, Freiburg","Stühlinger, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Barrio Vauban,"Vauban, Freiburg","Vauban, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Augustinermuseum,"Augustinermuseum, Freiburg","Augustinermuseum, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Museum Natur und Mensch,"Museum Natur und Mensch, Freiburg","Museum Natur und Mensch, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Uniseum,"Uniseum, Freiburg","Uniseum, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Museum für Stadtgeschichte,"Museum für Stadtgeschichte, Freiburg","Museum für Stadtgeschichte, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Münstermarkt,"Münstermarkt, Freiburg","Münstermarkt, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Markt Stühlinger,"Stühlinger Kirchplatz, Freiburg","Stühlinger Kirchplatz, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Wutachschlucht,Wutachschlucht,"Wutachschlucht, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Feldberg + Feldsee,"Feldberg, Schwarzwald","Feldberg, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Triberg,Triberger Wasserfälle,"Triberger Wasserfälle, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Titisee,Titisee,"Titisee, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Schluchsee,Schluchsee,"Schluchsee, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Staufen im Breisgau,Staufen im Breisgau,"Staufen im Breisgau, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Breisach am Rhein,Breisach am Rhein,"Breisach am Rhein, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Grindelwald,Bachalpsee,"Bachalpsee, Grindelwald","Bachalpsee, Grindelwald, Switzerland",mecanico,
europa_central.csv,Grindelwald,First (Cliff Walk),Grindelwald First,"Grindelwald First, Grindelwald, Switzerland",mecanico,
europa_central.csv,Grindelwald,First Flieger / Glider,"First Flieger, Grindelwald","First Flieger, Grindelwald, Switzerland",mecanico,
europa_central.csv,Grindelwald,Jungfraujoch,Jungfraujoch,"Jungfraujoch, Grindelwald, Switzerland",mecanico,
europa_central.csv,Grindelwald,Grindelwald pueblo,Grindelwald,"Grindelwald, Switzerland",mecanico,
europa_central.csv,Grindelwald,Grindelwald Terminal,Grindelwald Terminal,"Grindelwald Terminal, Grindelwald, Switzerland",mecanico,
europa_central.csv,Grindelwald,Pfingstegg,"Pfingstegg, Grindelwald","Pfingstegg, Grindelwald, Switzerland",mecanico,
europa_central.csv,Grindelwald,Männlichen,Männlichen,"Männlichen, Grindelwald, Switzerland",mecanico,
europa_central.csv,Grindelwald,Kleine Scheidegg,Kleine Scheidegg,"Kleine Scheidegg, Grindelwald, Switzerland",mecanico,
europa_central.csv,Grindelwald,Eigergletscher (Eiger Trail),Eigergletscher,"Eigergletscher, Grindelwald, Switzerland",mecanico,
europa_central.csv,Grindelwald,Grosse Scheidegg,Grosse Scheidegg,"Grosse Scheidegg, Grindelwald, Switzerland",mecanico,
europa_central.csv,Grindelwald,Faulhorn,Faulhorn,"Faulhorn, Grindelwald, Switzerland",mecanico,
europa_central.csv,Interlaken,Harder Kulm,"Harder Kulm, Interlaken","Harder Kulm, Interlaken, Switzerland",mecanico,
europa_central.csv,Interlaken,Höhematte / Höheweg,"Höhematte, Interlaken","Höhematte, Interlaken, Switzerland",mecanico,
europa_central.csv,Interlaken,Unterseen,"Unterseen, Interlaken","Unterseen, Interlaken, Switzerland",mecanico,
europa_central.csv,Interlaken,Paseo del río Aare,"Aare, Interlaken","Aare, Interlaken, Switzerland",mecanico,
europa_central.csv,Interlaken,Iseltwald (Lago de Brienz),Iseltwald,"Iseltwald, Interlaken, Switzerland",mecanico,
europa_central.csv,Interlaken,Giessbachfälle,"Giessbachfälle, Brienz","Giessbachfälle, Interlaken, Switzerland",mecanico,
europa_central.csv,Interlaken,Spiez (Lago de Thun),Spiez,"Spiez, Interlaken, Switzerland",mecanico,
europa_central.csv,Interlaken,St. Beatus-Höhlen,St. Beatus-Höhlen,"St. Beatus-Höhlen, Interlaken, Switzerland",mecanico,
europa_central.csv,Interlaken,Ballenberg,Ballenberg Freilichtmuseum,"Ballenberg Freilichtmuseum, Interlaken, Switzerland",mecanico,
europa_central.csv,Interlaken,Brienz,Brienz,"Brienz, Interlaken, Switzerland",mecanico,
europa_central.csv,Interlaken,Schynige Platte,Schynige Platte,"Schynige Platte, Interlaken, Switzerland",mecanico,
europa_central.csv,Interlaken,Oeschinensee,"Oeschinensee, Kandersteg","Oeschinensee, Interlaken, Switzerland",mecanico,
europa_central.csv,Lauterbrunnen,Valle de Lauterbrunnen,Lauterbrunnen,"Lauterbrunnen, Switzerland",mecanico,
europa_central.csv,Lauterbrunnen,Trümmelbachfälle,Trümmelbachfälle,"Trümmelbachfälle, Lauterbrunnen, Switzerland",mecanico,
europa_central.csv,Lauterbrunnen,Stechelberg,Stechelberg,"Stechelberg, Lauterbrunnen, Switzerland",mecanico,
europa_central.csv,Lauterbrunnen,Mürren,Mürren,"Mürren, Lauterbrunnen, Switzerland",mecanico,
europa_central.csv,Lauterbrunnen,Gimmelwald,Gimmelwald,"Gimmelwald, Lauterbrunnen, Switzerland",mecanico,
europa_central.csv,Lauterbrunnen,Wengen,Wengen,"Wengen, Lauterbrunnen, Switzerland",mecanico,
europa_central.csv,Lauterbrunnen,Schilthorn / Piz Gloria,Schilthorn,"Schilthorn, Lauterbrunnen, Switzerland",mecanico,
europa_central.csv,Lauterbrunnen,Allmendhubel,"Allmendhubel, Mürren","Allmendhubel, Lauterbrunnen, Switzerland",mecanico,
europa_central.csv,Lucerna,Kapellbrücke,"Kapellbrücke, Luzern","Kapellbrücke, Luzern, Switzerland",mecanico,
europa_central.csv,Lucerna,Museggmauer,"Museggmauer, Luzern","Museggmauer, Luzern, Switzerland",mecanico,
europa_central.csv,Lucerna,Jesuitenkirche,"Jesuitenkirche, Luzern","Jesuitenkirche, Luzern, Switzerland",mecanico,
europa_central.csv,Lucerna,Monte Rigi,Rigi,"Rigi, Luzern, Switzerland",mecanico,
europa_central.csv,Innsbruck,Goldenes Dachl (Tejadillo de Oro),"Goldenes Dachl (Tejadillo de Oro), Innsbruck, Austria","Goldenes Dachl, Innsbruck, Austria",mecanico,
europa_central.csv,Innsbruck,Altstadt (callejeo),"Altstadt, Innsbruck","Altstadt, Innsbruck, Austria",mecanico,
europa_central.csv,Innsbruck,María-Theresien-Strasse,"María-Theresien-Strasse, Innsbruck, Austria","María-Theresien-Strasse, Innsbruck, Austria",mecanico,
europa_central.csv,Innsbruck,Río Inn + Paseo Innkai,"Río Inn + Paseo Innkai, Innsbruck, Austria","Río Inn Paseo Innkai, Innsbruck, Austria",mecanico,
europa_central.csv,Innsbruck,Hofburg Innsbruck,"Hofburg Innsbruck, Innsbruck, Austria","Hofburg Innsbruck, Innsbruck, Austria",mecanico,
europa_central.csv,Innsbruck,Nordkette — Top of Innsbruck,"Nordkette — Top of Innsbruck, Innsbruck, Austria","Nordkette — Top of Innsbruck, Innsbruck, Austria",mecanico,
europa_central.csv,Innsbruck,Patscherkofel + Zirbenweg,"Patscherkofel + Zirbenweg, Innsbruck, Austria","Patscherkofel Zirbenweg, Innsbruck, Austria",mecanico,
europa_central.csv,Innsbruck,Bergisel Ski Jump,"Bergisel Ski Jump, Innsbruck, Austria","Bergisel Ski Jump, Innsbruck, Austria",mecanico,
europa_central.csv,Innsbruck,Alpenzoo (Alpenzoo Innsbruck),"Alpenzoo (Alpenzoo Innsbruck), Innsbruck, Austria","Alpenzoo, Innsbruck, Austria",mecanico,
europa_central.csv,Innsbruck,Castillo Ambras (Schloss Ambras),"Schloss Ambras, Innsbruck","Schloss Ambras, Innsbruck, Austria",mecanico,
europa_central.csv,Innsbruck,Tirol Panorama + Kaiserjäger Museum,"Tirol Panorama, Innsbruck","Tirol Panorama, Innsbruck, Austria",mecanico,
europa_central.csv,Innsbruck,Swarovski Kristallwelten (Wattens),"Swarovski Kristallwelten (Wattens), Innsbruck, Austria","Swarovski Kristallwelten, Innsbruck, Austria",mecanico,
europa_central.csv,Viena,Palacio Schönbrunn,"Schönbrunn Palace, Vienna","Schönbrunn Palace, Wien, Austria",mecanico,
europa_central.csv,Viena,Palacio Belvedere (Upper Belvedere),"Upper Belvedere, Vienna","Upper Belvedere, Wien, Austria",mecanico,
europa_central.csv,Viena,Hofburg,"Hofburg Palace, Vienna","Hofburg Palace, Wien, Austria",mecanico,
europa_central.csv,Viena,Schönbrunn — jardines y Gloriette,"Gloriette, Schönbrunn, Vienna","Gloriette, Wien, Austria",mecanico,
europa_central.csv,Viena,Ringstrasse,"Ringstrasse, Vienna, Austria","Ringstrasse, Wien, Austria",mecanico,
europa_central.csv,Viena,Graben & Kohlmarkt,"Graben, Vienna","Graben, Wien, Austria",mecanico,
europa_central.csv,Viena,Karlskirche,"Karlskirche, Vienna, Austria","Karlskirche, Wien, Austria",mecanico,
europa_central.csv,Viena,Secession,"Secession, Vienna, Austria","Secession, Wien, Austria",mecanico,
europa_central.csv,Viena,Hofburg exterior + Heldenplatz,"Heldenplatz, Vienna","Heldenplatz, Wien, Austria",mecanico,
europa_central.csv,Viena,Naschmarkt,"Naschmarkt, Vienna, Austria","Naschmarkt, Wien, Austria",mecanico,
europa_central.csv,Viena,Café Central,"Café Central, Vienna","Café Central, Wien, Austria",mecanico,
europa_central.csv,Viena,Café Sperl,"Café Sperl, Vienna","Café Sperl, Wien, Austria",mecanico,
europa_central.csv,Viena,Café Hawelka,"Café Hawelka, Vienna","Café Hawelka, Wien, Austria",mecanico,
europa_central.csv,Viena,Café Sacher,"Café Sacher, Vienna","Café Sacher, Wien, Austria",mecanico,
europa_central.csv,Viena,Demel,"Demel, Vienna","Demel, Wien, Austria",mecanico,
europa_central.csv,Viena,Riesenrad (noria gigante),"Wiener Riesenrad, Vienna","Wiener Riesenrad, Wien, Austria",mecanico,
europa_central.csv,Viena,Wurstelprater,"Wurstelprater, Vienna","Wurstelprater, Wien, Austria",mecanico,
europa_central.csv,Viena,Schweizerhaus,"Schweizerhaus, Vienna, Austria","Schweizerhaus, Wien, Austria",mecanico,
europa_central.csv,Viena,Kunsthistorisches Museum (KHM),"Kunsthistorisches Museum, Vienna","Kunsthistorisches Museum, Wien, Austria",mecanico,
europa_central.csv,Viena,Albertina,"Albertina, Vienna, Austria","Albertina, Wien, Austria",mecanico,
europa_central.csv,Viena,Leopold Museum (MuseumsQuartier),"Leopold Museum, Vienna","Leopold Museum, Wien, Austria",mecanico,
europa_central.csv,Viena,Haus der Musik,"Haus der Musik, Vienna, Austria","Haus der Musik, Wien, Austria",mecanico,
europa_central.csv,Viena,Kunsthalle Wien,"Kunsthalle Wien, Vienna, Austria","Kunsthalle Wien, Wien, Austria",mecanico,
europa_central.csv,Viena,Naturhistorisches Museum,"Naturhistorisches Museum, Vienna","Naturhistorisches Museum, Wien, Austria",mecanico,
europa_central.csv,Viena,MQ Libelle (MuseumsQuartier),"MQ Libelle (MuseumsQuartier), Vienna, Austria","MQ Libelle, Wien, Austria",mecanico,
europa_central.csv,Viena,Kahlenberg,"Kahlenberg, Vienna, Austria","Kahlenberg, Wien, Austria",mecanico,
europa_central.csv,Viena,Donauturm,"Donauturm, Vienna, Austria","Donauturm, Wien, Austria",mecanico,
europa_central.csv,Viena,Karl-Marx-Hof,"Karl-Marx-Hof, Vienna, Austria","Karl-Marx-Hof, Wien, Austria",mecanico,
europa_central.csv,Viena,Zentralfriedhof,"Zentralfriedhof, Vienna, Austria","Zentralfriedhof, Wien, Austria",mecanico,
europa_central.csv,Viena,Spittelberg,"Spittelberg, Vienna, Austria","Spittelberg, Wien, Austria",mecanico,
europa_central.csv,Viena,Josefstadt (8º),"Josefstadt, Vienna","Josefstadt, Wien, Austria",mecanico,
europa_central.csv,Viena,Ottakring (16º),"Ottakring, Vienna","Ottakring, Wien, Austria",mecanico,
europa_central.csv,Viena,Augarten (2º),"Augarten, Vienna","Augarten, Wien, Austria",mecanico,
europa_central.csv,Viena,Donauinsel,"Donauinsel, Vienna, Austria","Donauinsel, Wien, Austria",mecanico,
europa_central.csv,Viena,Stadtpark,"Stadtpark, Vienna, Austria","Stadtpark, Wien, Austria",mecanico,
europa_central.csv,Viena,Burggarten,"Burggarten, Vienna, Austria","Burggarten, Wien, Austria",mecanico,
europa_central.csv,Praga,Puente de Carlos (Karlův most),"Puente de Carlos (Karlův most), Prague, Czechia","Karlův most, Praha, Czechia",mecanico,
europa_central.csv,Praga,Castillo de Praga (Hradčany),"Castillo de Praga (Hradčany), Prague, Czechia","Hradčany, Praha, Czechia",mecanico,
